userName,content,score,sentimen
Marlita Nursanti,"aplikasi crash g bisa update saldo, udh ke potong kai pay nya tp",1,negatif
Nia Nurmiah,sumpah nyesel banget abis di perbarui nyari tket buat jauh2 hari susah gk tersedia trs tolong dong jangan bikin susah,1,negatif
M Naufal,"aplikasi jelek, udah isi saldo tapi tidak masuk-masuk di aplikasinya",1,negatif
GARUDA BANGSA,"apk sampah, mau upgrade member buat pesen kereta aja gabisa bisa",1,negatif
Hasan Rofiqi,ancur euyyyyyy pesan udah sesuai kursi lah kok malah berubah tempat bobrooookkkk euyyyyy,1,negatif
Ana I,"Pesen Tiketnya Lama, pakai aplikasi sebelah langsung dapet. Pakai ini malah gagal terus, padahal sudah top up",1,negatif
Herina,"BURUK BANGETTTTT, GABISA PILIH TEMPAT DUDUK KAYAK DULU, KLO BELIK SEKELUARGA JADI BERSERAK TEMPAT DUDUKNYAA",1,negatif
agus supriatna,aneh yah keterangan tersedia kreta ekonomi pas di klik tidak tersedia tiba tiba muncul tiket eksekutif 2x lipat harganya kek permainan aplikasi,1,negatif
umar hadi,"saldo saya di kai tiba-tiba hilang, padahal cuma keluar sebentar lalu masuk lagi",1,negatif
Luci Meilina,"Gilaaa paraah,selain pembelian tiket yg zonx 00.00 aplikasi eror,00.02 eror dipembayaran,00.05 tiket habis..ini percuma ada aplikasi.. Selain itu tiket lokal di berlakukan tanpa no kursi yg terjadi penumpukan penumpang dan desak2an,anak2 terjepit,ibu2 dan yg tua pun harus berdesak2an..udah bener ada no kursi jdi udah punya hak nya sendiri eh malah dihapus yang ANDA HARAPKAN APA ,,bukan nya menjadi lebih baik malah makin ancur,,,transportasi umum paling ANCUR,kai lokal merak - rangkasbitung.",1,negatif
Lintang Permana Putra,tarsus ko ga ada,1,negatif
Ahmad Habibi,semakin eror.. selalu yg keluar jadwal belum di tentukan,1,negatif
Eday Messi,tidak bisa login,1,negatif
Yanto Yanto,apk gk jelas,1,negatif
mochammad bahrudin,"apk gak guna tiap buka malah nyuruh uninstall apk lain yg dia anggap berbahaya, la ini apk tiket Kereta api atau apk anti virus sebenernya..",1,negatif
M Pupung M,"Bandung rangkas gak ada, meski ada juga kemahalan!!!...",1,negatif
Pandu Rizky,APLIKASI NYA tidak bisa di buka,1,negatif
RIZKA TRIPUJI LESTARI,"kenapa login member basic ga bisa bisa yaa, malah kembali login apk nya hadehh",1,negatif
Reiki Arianto Harion,"parah banget, mau batalin tiket aja error mulu nih aplikasi, sumpahlah sbnrnya gk ngarep dari aplikasi punya pemerintah berjalan bener",1,negatif
Wulan Laila,sumpah gue emosi pdhl uda mepet buat berangkat diawal gangguan mulu gbis2 gliran bisa trs udah bayar malah tiketnya g muncul2 gajelas bgt si.,1,negatif
YogiPanda,pesan tiket suruh lewat online tapi apk nya busuk error terus,1,negatif
Iienz Treznassih,saat order tiket selalu eror. tolong di perbaiki.,1,negatif
Gilang Saputra,mau upgrade member basic.nya susah bgt....gak kayak dulu sekarang mlh ribet,1,negatif
Lotus Victoria,"Nyesel update karena setelah update malah fitur Connecting Train nya hilang, padahal fitur tersebut sangat membantu",1,negatif
Chairunnisa 24,APLIKASI GAK BERGUNA,1,negatif
Nandar Suhendar,"aplikasi babi, d apk pembayaran berhasil tp pas mau scan tiket ga ada... membagongkan",1,negatif
Andari Lase,"Mahal kali tiket nya, setiap hari raya atau natal pasti di mahalin harga tiket nya😏😒",1,negatif
I F,"menu dalam aplikasi salah satunya isi pulsa, laporan nya sukses, tapi pulsa tidak masuk ke nomer yg di isi, sdh dicek berkali kali, memastikan nomer yg dituju benar, tapi pulsa tidak masuk, dan saldo terpotong",1,negatif
Nur Afifah,"saya pesan tiket sri tanjung gubeng-purwosari untuk 3 april 2025 di kai access, tertulis 13.21. realnya kereta jalan 14.28. saya cek kereta yg sama di jumat 3 april jam berangkat juma 14.28. aplikasi sudah saya perbarui juga",1,negatif
Ratih Marenawati,"aplikasi nya lemooot, pdhl sudah di update baru",1,negatif
Monic Ocha,ga bisa buat akun baru anjir alasannya gmail anda not ready ☹️☹️,1,negatif
Alia Renjana,aplikasi tolol ga jelas. mau krm OTP aja too many request,1,negatif
Bambang Pujiono,Hp saya tidak bisa akses app ini,1,negatif
Andreas Yoga,"tolong disediakan juga fitur pilih kursi untuk penyandang disabilitas, lansia, serta wanita hamil dan menyusui, karena kalau cuma sekedar stiker yang ditempelkan di jendela kereta tapi penumpang umum masih suka pilih kursi prioritas di dalam kereta ya percuma saja, jangan hanya para wanita saja yang disediakan fitur pilih kursi di aplikasi, agar tidak terkesan diskriminasi",1,negatif
Na'ilah Zhafirah,gimana sih susah banget klaim asuransi refund nya! hubungin kai nya susah qoala nya juga susah. percuma nambah asuransi kalo ga bisa di klaim mah. ujung² nya ga balik 100% juga.,1,negatif
Michael Ice,aplikasi sampah....minta upgrade basic ulang ulang ulang...udah upgrade minta lagi...hadeeeehhhh,1,negatif
Nash rullah,baru kali ini gua pesen tiket di tempatnya ga bisa sama sekali.,1,negatif
Azis Hariawan,"aplikasi gajelas, udah berhasil jadi member basic tapi ga berubah berubah lol",1,negatif
Bardan Salsabil,"jadwal commuter Line Cikarang nya ga akurat, ketinggalan kereta jadinya",1,negatif
Yuliani 160102,aplikasi tidak berguna,1,negatif
0243_Muadz,Isi kena admin 2000 lewat aplikasi mau isi kai access kena lagi 1500 admin kebanyakan banget admin nya kacau,1,negatif
ione ae,aplikasi pelayanan sangat dan sangat buruk sekali.bikin orang emosi👎,1,negatif
Suriya Repsol do,jelek banget tidak bisa dibuka,1,negatif
Riki Ramadoni,tidak semudah yang lama,1,negatif
Arta Nabil,buruk banget siih. udah tau id sudah terdaftar dengan menngunakan nomer lain tpi kenapa malah tidk bisa login menggunakan nomer baru... terlalu lebay banget sekarang access kai.,1,negatif
Dytha Nabila MSI,setelah di update malah gak bisa cari stasiun yg terdekat...gimana ini Min... aplikasi gak malah bagus..malah tambah kacau...,1,negatif
Tri Anwarudin,"sekelas aplikasi bumn ko kaya sampah ya. baru mau daftar akun sudah digunakan di perangkat lain, konyol",1,negatif
Faridzal AB,apk ga jelas anjay ribet!! bukti refundnya udah di kirim tapi pas check rekening belum ada pengembalian dana refund hahahah masih harus nunggu 7 hari kalah refund tiket pesawat sama refund tiket kereta,1,negatif
Wati Nabila,"sangat tidak membantu .cuma mementingkan orang yang mempunyai telpon seluler ,tidak membantu orang yang tidak mempunyai tlpon seluler yang tidak mengerti hp .selalu tidak kebagian tiket kereta api kasian orang"" yang tidak mengerti hp dan tidak mengerti membeli tiket dengan cara online",1,negatif
Febri Gustian,"aplikasinya tidak ada penunjuk awal, seharusnya ada biar memudahkan apa saja yang ada",1,negatif
Pipit Suryani,"jelek banget, akun tiba tiba keluar sendiri sama saldonya ilang, log in g bsa bisa",1,negatif
Reisya Raya,"padahal aku udh daftar pake No KTP tapi tiba"" keluar dan saat aku masuk dan mau masukin no telepon ada tulisan ""phone already exist"" kek anjir banget pas aku ganti No telepon malah suruh login No yang lama, kuharap ni apk bagusin lagi deh soalnya warga Konoha butuh banget ini apk",1,negatif
Bantal Guling,"lelet ,gabisa TF ke bank atau qris",1,negatif
Ahmad Sholihin,"udah dibelain bergadang berhari2 tetep gak dapat tiket tiap buka selalu maintenance giliran bisa dibuka tiket udah habis,udah hapus apk trus instal lagi malah failed data gak bisa login,klo begini mending balik kayak dulu aja lah gak usah online,padahal tahun2 sebelumnya juga gak gini kenapa lebaran tahun ini ribet banget",1,negatif
autis 86,pembayaran via Qris sudah terpotong saldo tetapi di aplikasi tidak berhasil pembayaran nya payah,1,negatif
Robert Ribut,"app kek t41,nyesel top up buat beli pulsa/kuota gk bisa mau d tarik (QR) gk bisa 🤦",1,negatif
Fittra Listyo S,sejak update baru.. ada notifikasi waktu tunggu.. wasting time banget kalau cuma buat ngecek jadwal.. harus nunggu ber menit2.. ga boleh keluar aplikasi.. dan setelah nunggu malah eror blank screen.. mohon kembalikan ke settingan dahulu.. terimakasih,1,negatif
Rizky Gojin,abis log out gak bisa masuk lagi di blokir 1h. tiket udah di beli jadi hangus apk sialan,1,negatif
Kitsune Rebelation,"banyak banget yang ngejoki ngab, jadi kalau mau beli pasti udah abis",1,negatif
Big Boss,"lumayan juga ya potongannya kalo refund, harusnya full sih, jgn dipotong.",1,negatif
Niki Kosasih,topup lama masuk nya,1,negatif
Dias R'Hardiyanto,aplikasi sangat membantu penumpang dan membantu KAI untuk merugikan penumpang/konsmen dengan aturan yg dibuat serta oknum yang melimpahkan ke salahan pada penumpang/konsumen untuk merugikan konsumen. seperti saya hari ini 3 tiket saya hangus karena kesalahan pihak KAI dan padahal pihak terkait tersebut dari KAI yang salah karena tidak menerima data saya.,1,negatif
Zainul Roman,"masih banyak yg harus di perbaiki, contohnya penumpang tanpa tempat duduk, seharusnya tidak ada karena jadinya tetap sesak. lalu bagi yg bawa barang over harusnya di berikan gerbong sendiri dgn menambah biaya.",1,negatif
Icha Maysitha,"ini saya sudah beli tiket, dan bayar tiket nya lewat apk ini malah gak keluar tiketnya. gimana sih, mau korupsi atau gimana",1,negatif
Wawan Setiawan,aplikasi ngga jelas,1,negatif
Rama Aprilio,ampas.. lagi butuh²nya mla g bs diandelin,1,negatif
Crc Sanji,Pembayaran gak banyak & beli pulsa gak masuk tapi uangnya d ambil,1,negatif
Faisal Ariandi Saputra,sampah,1,negatif
Shufy Ahmad,"saya memesan tiket melalui apk ini tapi karna saya ketiduran tertinggal dari kereta api tujuan saya sudah berangkat. saya menghubungi cs nya responnya sama sekali tidak ada kebijakan sedangkan uang sudah masuk melalui pembayaran di Indomare seharusnya KAI memberikan kebijakan , siapa yang mau coba saya kesiangan karna tertidur. kan itu mah sifatnya tidak di sengaja bukan di ada ada. jadi kan uang saya hangus , gmna coba solusi terbaikNya!!",1,negatif
Fitria Sari,"aplikasi sampah pesan tiket sekarang gak bisa satu tempat duduk dan gerbong yang sama dengan keluarga yang pesan dihari dan jam yang sama sangat2 tidak memuaskan kan kasian anak2 yang kepisah sama orang tuanya apa lagi yang masih usia 7 tahun masak orang tuanya gerbong 1 dan anak nya di gerbong 6 sangat tidak masuk akal pesen di hari dan jam yang sama kembalikan cara pesen tiket seperti dulu ,bisa pesen lewat indomaret kalo begini caranya msyarakat malas mau pesen tiket mending angkutan lain😏",1,negatif
Faris A,"Kode OTP selalu gagal...!!! Gak bisa di percaya app nya,",1,negatif
Lutfian Muttaqin,ga jelas ni aplikasi masa iya baru buka aplikasi nya langsung abis,1,negatif
Nadiatus Silvi,"bikin emosiiii astagaaaaaaaaaaaaa tolong poo dibenerin lg ah elaaaaaa mbokya kasian sama yg udah tua"", setidaknya booking offline masih bisa gitulo.",1,negatif
Harry Dewantoro,transaksi LRT tdk terecord,1,negatif
Bimo Wirayuda,aplikasi tolol,1,negatif
vadilla putri,pelayanan sangat buruk,1,negatif
Danu Prastyo,bubarin aja tim IT lu kek sampah ni aplikasi banyak BUG,1,negatif
EKA MUHAMMAD,"Topup lemott!!, ganti Santi/pin verifikasi email aja kaga muncul² email nya . parah!!!",1,negatif
Cindy Alfina,"payment pakai qris, saldo udah terpotong tapi tiket ngga masuk. keterangannya pembayaran gagal, padahal di mbanking berhasil. hubungi cs ga membantu sama sekali",1,negatif
Novri 99,"gabisa transfer tiket atas nama orang lain,aplikasinya kebanyakan update,fiturnya sangat banyak membingungkan",1,negatif
rifki arianto,"tolong diperbaiki lagi saya udah update member basic puluhan kali kok tetep aja gak bisa, mau rubah jadwal kereta jadi susah",1,negatif
46un6 Pratomo,"apk rusakk katanya tiket baru di buka jam 00 , paan gw begadang sampek subuh error mulu",1,negatif
Yonda Mufti Alfadha,perlu penambahan gerbong buat kereta ekonomi bukit Serelo jurusan Kertapati-Lubuk Linggau PP KA penumpang di Sumsel hanya formalitas saja dgn keberangkatan 1 kali cman sehari,1,negatif
Noclan 12,Bolak balik update. Menuhin memorii,1,negatif
priyuda anis,"burukk bgtttt, suka ngehang. ad di antrian2 tp ga ke buka mending pake websitenya.",1,negatif
Pluton Poseidon,"yakali anak 8 tahun, mau refund tiket kereta, disuruh transfer ke rekeningnya sendiri, dan gak bisa pakai rekening ortunya. makin aneh aja ini aplikasi!",1,negatif
ifa_38,"Buruk bangett. rela war tiket dari jam 00.00 ehh ga muncul dan lama banget ., begadang sampe jam 3 pagi endingnya malah tiba-tiba udah penuh. padahal stand by terus. nungguinnya. 😖 mohon ya kai kedepannya bisa diperbaiki lagi aksesnya biar mudah. meskipun waktu libur lebaran/libur panjang lainnya",1,negatif
Faida Moga,"MERASA SANGAT KECEWA DENGAN PELAYANAN &APLIKASINYA, GILIRAN MAU CANCEL TIKET SETENGAH MATI NGURUSNYA DICANCEL JAUH2 SEBELUM BERANGKAT PAKAI APLIKASI ERROR, VIA TELP CUSTOMER SERVIS GAK BISA HARUS DATANG LANGSUNG KE STASIUN MANA JAUH DARI STASIUN TINGGALNYA, UDAH DI STASIUN TETEP GAK BISA, KARNA UDAH MEPET MALAH AKUNNYA DIBILANG HARUS UPGRADE PREMIUN ALIAS BERBAYAR...KESEL BANGET ASLI !!!!",1,negatif
14.HAFSHOH,error bgtt tolong di perbaikin yaaa kesel aku hari ini nunggu tiket eh time out dan ga dapet,1,negatif
Adi -,"seharus nya KAI bebenah,ini berharap naik ekonomi new generation menoreh malah downgrade ke ekonomi new image harus nya di aplikasi dikasih keterangan ekonomi apa jenis nya,nggak usah pake kode/sandi cd dll...emang masyarakat biasa paham?",1,negatif
Jericho Petrus,"masih banyak minus nya, gara-gara error lah timeout lah jadwalnya hilang lah dll saya jadi kehabisan tiket ngeselin banget! servernya masih harus dibenahi keseringan error terus sampai sampai kehabisan tiket ini terus gimana ini pihak KAI, mau stuck gini terus apa upgrade? pembayaran juga harus ditingkatkan lebih banyak e wallet dan rekening lainnya kalau perlu Qris, supaya pembayaran menjadi lebih mudah ayo tolong dbaca komen saya",1,negatif
hanifah s,Ini KAI kenapa sih.. pas mau war tiket apknya eror eh giliran tiketnya dah pada habis baru bisa. Ngga kebagian tiket dah jadinya😡,1,negatif
muhammad maki,"apk eror terus , masak iya jadwal tidak d temukan terus",1,negatif
Ulifha Ulifha,server sulit konek,1,negatif
Mohamad Dzainuri,"selalu time out, selalu jadwal tidak ditemukan",1,negatif
I'annatun Nisa',min tolong apk nya diperbaiki lagi. saya mau beli tiket dari jam 2 pagi sampe jam 4 pagi blm bisa pas di cek lagi tiket sudah terjual habis. padahal dulu apk nya udah bagus tp knp sekarang makin lemot min. padahal wifi juga lancar sinyal lancar.,1,negatif
Repi YT,SETIAP MAU BAYAR SELALU TIME OUT,1,negatif
afaa ilma,"gue rating rendah, krn meskipun gue pengguna KAI lama, tp ini apk t*l*l bgt sumpah. sistem nya tuh perbarui deh, gue chek 4 hari berturut"" dan lemot bgt WKWK dan gabisa pesen tiketnya, keren ga tu? mana komplain tuh antri lama bgt berjam jam ujung""nya gabisa, ih tolong deh perbaiki karena lo tuh di percaya masyarakat banyak. emosi🙏",1,negatif
Obs x,"kelemahan KAI access, setiap libur panjang pasti aplikasi susah, dari dulu kyk gini, g da perbaikan sama sekali",1,negatif
moh. rozikin,"Aplikasi Bodong, lambatt polll",1,negatif
Ashraff C.82,"udh dibela belain nggk tidur biar dpet pesen tiket malah tiket tidak muncul dan saldo berkurang. ilang deehhhh saldonya wkwk lalu pertanyaan data sudah sesuai malah muter muluu, ending nya time out. udh di refresh berkali kali tetap aja timeout. payahhhh",1,negatif
Khalysta Geovanny,"Kecewa banget Ama ni aplikasi, always error padahal udh di bela""in begadang malah error dan tiba"" tiket habis gajelas bgt kecewa bangett lahh Ama KAI",1,negatif
Fanny Ayu Noverita,"pesen tiket kereta lokal selalu timeout trs gabisa proses, sampe jam 3 pagi gitu trs",1,negatif
Somopmid betty,"dari jam 00.00 sampai jam 08.40 semua tiket timeouttt gabisa di CO, niat jualan ga si",1,negatif
Faradita Pramesti,lemot banget sumpah. war tiket dari jam 12 malem sampe sekarang ngga dapet. pas dipesen tulisannya timeout terus.,1,negatif
Kurniawan Ridho Hariyanto,Perbaikilah server..,1,negatif
Marizqa Na,"sumpah ini beneran tolong aplikasinya segera diperbaiki. sekelas kai acsess kek gini. udah ditunggu gak tidur tapi tetep load ujung2nya time out, trus dicoba trus jadwal gak ada, ujung2nya kehabisan kursi trus dicoba lagi tetep time out. trus mau loo gimana sih. ini paraah banget sumpah",1,negatif
Kanthi Novi Kristyawati,ini maksudnya gimana tiap mau beli tiket tulisannya timeout timeout mulu sampe tiket habis semua,1,negatif
Almera Aneke,"jelek bikin kecewa ,timeout terus sampai tiket habis di bela""in gk tidur",1,negatif
Taufik Qurochman,lemot gk jelas 2 hari tiap mlem dini hari di belain tp gk pernah dapat tiket,1,negatif
Wisnu 77,ga bisa login gimana mau naek kreta jalan kaki aj mendingan jakarta ke Anyer jalan kaki,1,negatif
032_M. Rafi Alfarobi,eek timeout mulu,1,negatif
Nella Putri,amat sangat kecewa pada saat saya pesen tiket. loading trs padahal pakai wifi.tetep gak bisa ganti kuota hp full. tetep gk bisa saya nunggu mulai jam 00.00 - 03.00. gk bisa masuk. masuk jam 03.45. ternyata bangku penuh. mohon penjelasan apa yg salah . mending beli tiket lgs di loket Aplikasi gk yg mensensarahkan. 😡😡😡,1,negatif
Indra Oki Sandy,"Aplikasi tidak membuat orang nyaman, malah menjadi ribet",1,negatif
J-chan small (J-chan),"Ada apa dengan kai access? Tiap kali mau pesen tiket selalu eror jadwal g ditemukan,bahkan tiap kali mau bayar selalu saja eror.tolong dong diperbaiki.udah bela""in tengah malam g tidur nunggu buat beli tiket malah si app nya eror berkali"" dibiarin gitu aja.😒",1,negatif
Rochman kurniawan,"aplikasi gatel, pesen tinggal pembayaran muter2 trs, akhirnya gak dapat tiket. cok..",1,negatif
wira playON,tiket lokal harus pake aplikasi. tapi buat pesanan lama. sampe habis kursi. full sinyal server lemot,1,negatif
muhammad Aufa,"Sangat Sangat Sangat buruk, terimakasih sudah menyusahkan rakyat dikala puasa dan lebaran",1,negatif
vistia Bgt,"sudah dibelain bergadang biar dapat tiket, aplikasi malah ngebug terus...jadwal tidak bisa ditemukan,sekalinya jadwal di temukan. aplikasi kok selalu gak siap menghadapi musim lebaran kyak gini,pdhl sudah dari jauh2 hari pesan h-7 tetap gak bisa beli karna server down.merugikan sekali.jadi gak bisa pulang ketempat kerja kalau caranya kayak gini min",1,negatif
